"","square1","square2","square3","room","type_house","state","value","currency","dist"
"4561","69","30","22","2","monolyth_concrete","from_builders(planirovka)","72900","$","Darnitsky"
"4562","70","25","18","2","ukrainian_brick","euro","135000","$","Shevchenkovsky"
"4563","70","42","9","3","ukrainian_brick","good","69900","$","Dneprovsky"
"4564","160","60","50","4","ukrainian_brick","euro","269000","$","Holosiivsky"
"4565","108","62","13","3","ukrainian_brick","euro","102500","$","Darnitsky"
"4566","156","110","24","3","","satisfactory","179000","$","Obolon"
"4567","38","17","8","1","before_revolution","good","85000","$","Podolsky"
"4568","51","25","12","1","","from_builders(planirovka)","56000","$","Solomensky"
"4569","79","45","11","3","monolyth_concrete","repair_unfinished","185000","$","Pechersky"
"4570","72","42","9","3","","good","50500","$","Podolsky"
"4571","74","43","9","3","","good","53000","$","Podolsky"
"4572","60","20","20","1","","euro","145000","$","Obolon"
"4573","50","30","8-Apr","2","","good","49999","$","Shevchenkovsky"
"4574","82","41","13","2","monolyth_concrete","from_builders(planirovka)","82000","$","Podolsky"
"4575","70","42","8","3","panel","good","45900","$","Darnitsky"
"4576","219","152","20","4","ukrainian_brick","good","230000","$","Obolon"
"4577","70","45","8","3","Stalinka","cosmetic_repair_needed","61500","$","Solomensky"
"4578","38","18","9","1","old_brick","good","76000","$","Pechersky"
"4579","72","37","15","2","ukrainian_brick","good","80000","$","Darnitsky"
"4580","76","44","8","2","ukrainian_brick","from_builders(otdelka)","90000","$","Solomensky"
"4581","99","60","14","3","monolyth_concrete","from_builders(otdelka)","110000","$","Solomensky"
"4582","79","43","14-May","2","","from_builders(otdelka)","88000","$","Solomensky"
"4583","76","37","14","2","monolyth_concrete","from_builders(otdelka)","98000","$","Shevchenkovsky"
"4584","100","53","11","3","monolyth_concrete","euro","92000","$","Darnitsky"
"4585","47","28","7","2","ukrainian_brick","good","35000","$","Shevchenkovsky"
"4586","40","27","5","2","ukrainian_brick","satisfactory","43000","$","Solomensky"
"4587","74","39","14","2","","euro","93000","$","Solomensky"
"4588","76","43","13","2","monolyth_concrete","from_builders(otdelka)","105000","$","Solomensky"
"4589","32","14","7-May","1","panel","satisfactory","33500","$","Darnitsky"
"4590","50","15","30","2","monolyth_concrete","euro","123000","uah","Solomensky"
"4591","46","30","7","2","panel","euro","43000","$","Shevchenkovsky"
"4592","75","36","10","2","monolyth_concrete","from_builders(planirovka)","80000","$","Holosiivsky"
"4593","58","19","14","1","monolyth_concrete","from_builders(planirovka)","68000","$","Solomensky"
"4594","59","41","7","3","panel","satisfactory","40000","$","Podolsky"
"4595","105","46.5","19-Feb","2","ukrainian_brick","from_builders(otdelka)","175000","$","Pechersky"
"4596","100","65","10","3","Stalinka","euro","150000","$","Pechersky"
"4597","90","53.5","20","3","Stalinka","euro","97000","$","Shevchenkovsky"
"4598","112","69","15","3","ukrainian_brick","repair_unfinished","105000","$","Darnitsky"
"4599","129","72","21","3","ukrainian_brick","from_builders(otdelka)","225000","$","Pechersky"
"4600","136","73","13","4","ukrainian_brick","from_builders(planirovka)","125000","$","Solomensky"
"4601","99","55","15","3","ukrainian_brick","from_builders(planirovka)","105000","$","Dneprovsky"
"4602","164","89","38","4","ukrainian_brick","from_builders(planirovka)","315000","$","Shevchenkovsky"
"4603","51","31","7","2","Stalinka","good","55000","$","Sviatoshynsky"
"4604","97","55","14","3","ukrainian_brick","from_builders(otdelka)","55000","$","Shevchenkovsky"
"4605","50","30","8","2","old_brick","serious_repair_needed","47000","$","Holosiivsky"
"4606","75","1","1","2","","euro","138000","$","Pechersky"
"4607","60","1","1","1","monolyth_concrete","from_builders(planirovka)","108995","$","Shevchenkovsky"
"4608","60","21","34","1","ukrainian_brick","serious_repair_needed","94900","$","Pechersky"
"4609","117","70","16","3","ukrainian_brick","euro","330000","$","Pechersky"
"4610","87","55","9","4","ukrainian_brick","satisfactory","65600","$","Solomensky"
"4611","52","17","18","1","monolyth_concrete","from_builders(planirovka)","118000","$","Podolsky"
"4612","106","47","12","3","monolyth_concrete","from_builders(planirovka)","239000","$","Podolsky"
"4613","97","47","14","3","","good","82900","$","Holosiivsky"
"4614","43","17","11","1","monolyth_concrete","serious_repair_needed","40000","$","Darnitsky"
"4615","47","30","6","2","","good","39900","$","Solomensky"
"4616","49","18","12","1","monolyth_concrete","good","42000","$","Desniansky"
"4617","61.72","45","10","2","","serious_repair_needed","52462","$","Darnitsky"
"4618","56","35","9","2","","euro","59000","$","Darnitsky"
"4619","76","49","10","3","","satisfactory","95000","$","Shevchenkovsky"
"4620","125","67","15","3","","good","135000","$","Dneprovsky"
"4621","41","17","11","1","","good","35000","$","Desniansky"
"4622","118","54","43","4","","from_builders(planirovka)","190000","$","Pechersky"
"4623","43","29","7","2","old_brick","good","47900","$","Shevchenkovsky"
"4624","37","17","9","1","","from_builders(otdelka)","33000","$","Holosiivsky"
"4625","41","16","12","1","","euro","59500","$","Holosiivsky"
"4626","95","48","17","3","","from_builders(planirovka)","112000","$","Dneprovsky"
"4627","74","31","14","2","monolyth_concrete","good","68500","$","Podolsky"
"4628","175","93","24","3","","from_builders(planirovka)","415000","$","Pechersky"
"4629","37","18","8-Mar","1","","from_builders(otdelka)","29999","$","Holosiivsky"
"4630","39","18","8-Mar","1","","from_builders(otdelka)","38700","$","Holosiivsky"
"4631","126","64","15","3","","from_builders(planirovka)","79000","$","Shevchenkovsky"
"4632","135","87.8","10","3","","cosmetic_repair_needed","299990","$","Shevchenkovsky"
"4633","83.1","22","35","2","","from_builders(otdelka)","159968","$","Shevchenkovsky"
"4634","49.5","14-Mar","20-Jul","1","","from_builders(otdelka)","91752","$","Shevchenkovsky"
"4635","209","120","50","4","","good","410000","$","Dneprovsky"
"4636","68","32","10","2","","from_builders(planirovka)","63000","$","Holosiivsky"
"4637","65","34","8","2","","good","103000","$","Podolsky"
"4638","42","27","6","2","","good","36000","$","Darnitsky"
"4639","82","43","12","3","","from_builders(otdelka)","69000","$","Holosiivsky"
"4640","115","40.2","55","3","","from_builders(otdelka)","198000","$","Pechersky"
"4641","358","217","20","4","","euro","3000000","$","Pechersky"
"4642","83","32","25","2","","euro","165000","$","Podolsky"
"4643","44.3","26-Jun","5-Sep","2","","euro","129000","$","Pechersky"
"4644","100","34","50","3","","euro","375000","$","Dneprovsky"
"4645","388","125","50","5","","euro","980000","$","Pechersky"
"4646","128","77.9","13-Aug","4","","euro","140000","$","Darnitsky"
"4647","40","16","11","1","","euro","67000","$","Dneprovsky"
"4648","87","33","28","3","","euro","289000","$","Pechersky"
"4649","178.4","112.3","18-Jan","4","","euro","650000","$","Shevchenkovsky"
"4650","42","12","15-Mar","1","","euro","142000","$","Pechersky"
"4651","152.3","99.5","13-Aug","3","","from_builders(planirovka)","450000","$","Dneprovsky"
"4652","144.4","80.5","51","3","","euro","142000","$","Darnitsky"
"4653","162.8","107.7","19","4","","euro","380000","$","Shevchenkovsky"
"4654","90.3","42.1","15-Jan","2","","euro","115000","$","Darnitsky"
"4655","170","107.3","19-Feb","4","","euro","470000","$","Holosiivsky"
"4656","105","72.4","9","3","","euro","350000","$","Pechersky"
"4657","187","132.2","29-Mar","2","","euro","1500000","$","Shevchenkovsky"
"4658","60","31-Jul","7","2","","euro","155000","$","Pechersky"
"4659","82","62","8","3","old_brick","good","110000","$","Shevchenkovsky"
"4660","83","43.3","11-Feb","3","","euro","120000","$","Holosiivsky"
"4661","78","41.4","11-Jul","3","","euro","117000","$","Solomensky"
"4662","90","50","14","3","","euro","115000","$","Shevchenkovsky"
"4663","66","31-Mar","13-Jan","2","","euro","112000","$","Shevchenkovsky"
"4664","77","39","25","3","","from_builders(planirovka)","1694490","uah","Darnitsky"
"4665","84","31","22","2","","from_builders(planirovka)","131300","$","Pechersky"
"4666","75","34","17","2","","from_builders(planirovka)","122000","$","Pechersky"
"4667","34","16","8","1","","from_builders(planirovka)","22150","$","Solomensky"
"4668","56","30","10","2","","from_builders(planirovka)","36300","$","Solomensky"
"4669","84","47","18","3","","from_builders(planirovka)","55200","$","Solomensky"
"4670","77","51","7","4","","serious_repair_needed","77000","$","Holosiivsky"
"4671","82","50","12","1","","from_builders(planirovka)","213200","$","Pechersky"
"4672","102","30","55","3","","repair_unfinished","315000","$","Holosiivsky"
"4673","38","19","8","1","panel","good","28500","$","Sviatoshynsky"
"4674","21","11","6","1","panel","good","29800","$","Obolon"
"4675","40","18","8","1","ukrainian_brick","euro","33500","$","Obolon"
"4676","31","20","8","1","old_brick","euro","37900","$","Shevchenkovsky"
"4677","60","36","6","3","old_brick","good","44900","$","Solomensky"
"4678","52","31","8","2","old_brick","good","48000","$","Obolon"
"4679","45","16","17","1","","from_builders(planirovka)","41000","$","Podolsky"
"4680","40","21","8","1","ukrainian_brick","serious_repair_needed","39500","$","Holosiivsky"
"4681","30","18","5","1","old_brick","serious_repair_needed","27600","$","Shevchenkovsky"
"4682","39","30","4","2","ukrainian_brick","good","33900","$","Podolsky"
"4683","57","40","7","3","panel","good","39000","$","Sviatoshynsky"
"4684","130","100","20","3","","euro","180000","$","Solomensky"
"4685","32","15","8","1","","satisfactory","31000","uah","Solomensky"
"4686","40","16","10","1","","from_builders(planirovka)","36500","uah","Podolsky"
"4687","49","21","13","1","","from_builders(otdelka)","79000","$","Podolsky"
"4688","43","31","6","2","","satisfactory","35000","uah","Desniansky"
"4689","70","42","7","3","","satisfactory","45000","uah","Desniansky"
"4690","32","17","7","1","","satisfactory","25900","$","Solomensky"
"4691","68","55","11","3","","satisfactory","56900","$","Shevchenkovsky"
"4692","40","18","11","1","","euro","42000","$","Podolsky"
"4693","42","28","12","1","","euro","65000","$","Podolsky"
"4694","21-Mar","12","4","1","","good","23000","$","Desniansky"
"4695","60","41","7","3","","good","64000","$","Obolon"
"4696","165","122","30","4","","euro","730000","$","Pechersky"
"4697","35","30","5","1","","euro","75000","$","Holosiivsky"
"4698","138","84","16","4","","from_builders(planirovka)","115000","$","Dneprovsky"
"4699","63","34","9","2","","good","53000","$","Desniansky"
"4700","48","16","25","1","","euro","140000","$","Pechersky"
"4701","141","93","46","4","","euro","575000","$","Holosiivsky"
"4702","100","58","34","4","","euro","124800","$","Obolon"
"4703","104","75","18","3","","euro","165000","$","Podolsky"
"4704","77","46","9","3","","good","77000","$","Dneprovsky"
"4705","76","47","12","3","","euro","53000","$","Desniansky"
"4706","46","34","6","2","","serious_repair_needed","30000","$","Podolsky"
"4707","50","17","9","1","","euro","57000","$","Obolon"
"4708","32","16","8","1","","euro","44800","$","Obolon"
"4709","59","32","8","3","","euro","80000","$","Podolsky"
"4710","80","15","40","2","","euro","300000","$","Pechersky"
"4711","80","52","8","3","","good","55000","$","Dneprovsky"
"4712","159","94","15","4","ukrainian_brick","euro","198000","$","Pechersky"
"4713","85","45","14","2","","euro","145000","$","Holosiivsky"
"4714","89","60","25","2","","euro","145000","$","Shevchenkovsky"
"4715","122","73","8","3","","from_builders(planirovka)","132000","$","Shevchenkovsky"
"4716","41","15","12","1","","euro","50000","$","Podolsky"
"4717","140","81.4","23","3","","good","300000","$","Pechersky"
"4718","103","54","14","3","","good","75000","$","Darnitsky"
"4719","80","50","20","3","old_brick","good","136000","$","Pechersky"
"4720","47","28","7","2","","good","97000","$","Pechersky"
"4721","69","35","17","2","","euro","140000","$","Solomensky"
"4722","76","45","15","3","","from_builders(otdelka)","61000","$","Darnitsky"
"4723","98","70","25","4","","euro","119000","$","Dneprovsky"
"4724","55","30","20","2","","euro","36000","$","Podolsky"
"4725","70","40","8","3","ukrainian_brick","euro","64000","$","Holosiivsky"
"4726","76.5","52","13","2","","from_builders(otdelka)","115000","$","Obolon"
"4727","92","52","13","3","","from_builders(otdelka)","140000","$","Obolon"
"4728","105","65","14","3","","euro","1200","$","Obolon"
"4729","55","17-Jun","29-Mar","1","","euro","88000","$","Shevchenkovsky"
"4730","76","50","14","3","","good","95500","$","Obolon"
"4731","115","74","15","4","before_revolution","satisfactory","290000","$","Shevchenkovsky"
"4732","138","80","17","4","ukrainian_brick","euro","138000","$","Solomensky"
"4733","77","54","8","3","Stalinka","euro","110000","$","Shevchenkovsky"
"4734","138","75","16","3","ukrainian_brick","euro","130000","$","Solomensky"
"4735","44","16","20","2","","euro","80000","$","Holosiivsky"
"4736","45","30","7","2","old_brick","good","34900","$","Dneprovsky"
"4737","70","35.5","14-Jan","2","","from_builders(planirovka)","69000","$","Dneprovsky"
"4738","124","67.7","16-Feb","3","","euro","150000","$","Dneprovsky"
"4739","103","62","13","3","","from_builders(otdelka)","160000","$","Shevchenkovsky"
"4740","46","19","18","1","","from_builders(otdelka)","68000","$","Holosiivsky"
"4741","77","36","19","2","","from_builders(otdelka)","77000","$","Holosiivsky"
"4742","114","78","13","4","","from_builders(otdelka)","199000","$","Holosiivsky"
"4743","68","30","12","2","","from_builders(otdelka)","66000","$","Holosiivsky"
"4744","35","12","12","1","","euro","52500","$","Holosiivsky"
"4745","112","35","44","2","","from_builders(otdelka)","6781000","uah","Holosiivsky"
"4746","61","15","24","1","","from_builders(otdelka)","67000","$","Holosiivsky"
"4747","38","20","7","1","","euro","64000","$","Holosiivsky"
"4748","72","34","12","2","monolyth_concrete","from_builders(otdelka)","64500","$","Holosiivsky"
"4749","92","54","14","2","","from_builders(otdelka)","129500","$","Pechersky"
"4750","75","35","14","2","","from_builders(planirovka)","121500","$","Pechersky"
"4751","74","45","15","3","","from_builders(planirovka)","66000","$","Darnitsky"
"4752","55","23","13","1","","from_builders(planirovka)","84500","$","Pechersky"
"4753","103","58","16","3","","from_builders(planirovka)","158500","$","Pechersky"
"4754","129","100","20","3","","good","159000","$","Solomensky"
"4755","76","40","18","2","","good","124000","$","Solomensky"
"4756","55","24","18","1","","good","117000","$","Solomensky"
"4757","130","61","22","3","","good","120000","$","Solomensky"
"4758","116","55","23","4","","from_builders(planirovka)","95000","$","Holosiivsky"
"4759","62","30","10","2","","euro","101000","$","Solomensky"
"4760","125","60","8","4","","from_builders(planirovka)","137500","$","Shevchenkovsky"
"4761","100","50","15","3","","euro","128000","$","Shevchenkovsky"
"4762","50","30","17","1","","from_builders(planirovka)","66000","$","Shevchenkovsky"
"4763","65","30","14","1","monolyth_concrete","euro","93000","$","Solomensky"
"4764","114","71","18","3","","from_builders(otdelka)","130000","$","Holosiivsky"
"4765","54","32","14","1","","euro","109000","$","Holosiivsky"
"4766","90","44","13","3","","euro","120000","$","Darnitsky"
"4767","42","15","20","2","before_revolution","euro","87000","$","Pechersky"
"4768","43","17","16","1","","euro","36000","$","Sviatoshynsky"
"4769","90","60","15","3","","euro","89000","$","Sviatoshynsky"
"4770","37","15","14","1","","euro","36000","$","Sviatoshynsky"
"4771","200","120","34","4","ukrainian_brick","from_builders(planirovka)","188000","$","Shevchenkovsky"
"4772","51.6","29-Jun","9-Mar","2","monolyth_concrete","from_builders(planirovka)","64500","$","Solomensky"
"4773","101.4","55.7","18-Jan","2","","good","115000","$","Dneprovsky"
"4774","56","38","6","3","","good","57500","$","Dneprovsky"
"4775","50","28","7-May","2","","satisfactory","47000","$","Solomensky"
"4776","49","29-Sep","6-Mar","2","","euro","105000","$","Pechersky"
"4777","47","32.3","7-Feb","2","","euro","125000","$","Shevchenkovsky"
"4778","72.5","52","7","3","","good","72000","$","Dneprovsky"
"4779","33","17-Mar","6-Sep","1","","good","37000","$","Shevchenkovsky"
"4780","47","15","20","1","","euro","108000","$","Pechersky"
"4781","47.5","19","15","2","","euro","139000","$","Pechersky"
"4782","45","30","15","2","","euro","137000","$","Pechersky"
"4783","41.4","16-Jan","15-Aug","1","","from_builders(otdelka)","35000","$","Desniansky"
"4784","70","40","26","3","","euro","85000","$","Solomensky"
"4785","61","44","7","3","","serious_repair_needed","47500","$","Solomensky"
"4786","45","30","7","2","","satisfactory","34900","$","Holosiivsky"
"4787","73","55","9","3","","good","46000","$","Desniansky"
"4788","64","39","7","3","","good","80000","$","Dneprovsky"
"4789","43","25-Jun","6-Sep","2","","cosmetic_repair_needed","34000","$","Dneprovsky"
"4790","49","17","21","2","","euro","75000","$","Obolon"
"4791","51","30","8","2","","euro","52000","$","Obolon"
"4792","76","50","8","3","","good","70000","$","Dneprovsky"
"4793","57","32","8-May","2","","cosmetic_repair_needed","40000","$","Darnitsky"
"4794","48","35","7","2","","good","34000","uah","Desniansky"
"4795","69","55","7","3","","good","60000","$","Obolon"
"4796","47","18","14","1","","euro","65000","$","Dneprovsky"
"4797","57","33","7","3","panel","euro","49500","$","Desniansky"
"4798","60","40","7","3","","good","44000","$","Dneprovsky"
"4799","75","48","8","3","","good","97000","$","Pechersky"
"4800","96","65","12","4","","good","73000","$","Sviatoshynsky"
"4801","85","40","17","2","","good","85000","$","Holosiivsky"
"4802","150","95","22","3","","euro","465000","$","Shevchenkovsky"
"4803","160","100","20","4","","euro","315000","$","Shevchenkovsky"
"4804","145","80","20","4","","from_builders(planirovka)","295000","$","Shevchenkovsky"
"4805","75.3","35","13-May","2","","euro","72000","$","Holosiivsky"
"4806","145","78","19","3","","from_builders(planirovka)","295000","$","Shevchenkovsky"
"4807","60","38","8","2","Stalinka","good","60000","$","Shevchenkovsky"
"4808","69","42","8","3","panel","satisfactory","42000","$","Sviatoshynsky"
"4809","59","30","10","2","","from_builders(planirovka)","65000","$","Holosiivsky"
"4810","56","32","8","2","","euro","53000","$","Solomensky"
"4811","95","44","17","3","","euro","120000","$","Darnitsky"
"4812","57.3","39.6","7-Jun","3","","repair_unfinished","47000","$","Solomensky"
"4813","44","18","12","1","","satisfactory","40600","$","Darnitsky"
"4814","113","80","12","3","","euro","145000","$","Dneprovsky"
"4815","37","20","8","1","","euro","48000","$","Darnitsky"
"4816","75","50","12","2","","euro","85000","$","Darnitsky"
"4817","83","55","15","2","","euro","145000","$","Pechersky"
"4818","46","28","10","2","","euro","65000","$","Shevchenkovsky"
"4819","112","75","15","3","","euro","127000","$","Darnitsky"
"4820","78","55","12","2","","euro","95000","$","Solomensky"
"4821","37","20","9","1","","euro","50000","$","Holosiivsky"
"4822","107","74","14","3","","euro","90000","$","Darnitsky"
"4823","92","65","12","3","","euro","140000","$","Darnitsky"
"4824","69","41","12","3","","good","60000","$","Holosiivsky"
"4825","64","42","12","2","","euro","68000","$","Darnitsky"
"4826","71","50","10","3","","euro","58000","$","Darnitsky"
"4827","35","20","7","1","","good","28500","$","Shevchenkovsky"
"4828","31","18","7","1","","euro","38500","$","Shevchenkovsky"
"4829","56","35","8","3","","good","40000","$","Solomensky"
"4830","43","25","8","2","","good","45000","$","Shevchenkovsky"
"4831","30","18","6","1","","euro","35000","$","Solomensky"
"4832","30","18","7","1","","euro","39000","$","Solomensky"
"4833","45","25","10","2","","euro","45000","$","Sviatoshynsky"
"4834","22-Apr","12","5","1","","from_builders(planirovka)","24000","$","Solomensky"
"4835","47","28","10","2","","euro","50000","$","Dneprovsky"
"4836","63","40","12","2","","euro","48300","$","Sviatoshynsky"
"4837","33","19","6","1","","euro","32000","$","Dneprovsky"
"4838","45","25","12","2","","euro","55000","$","Darnitsky"
"4839","35","20","8","1","","euro","47000","$","Shevchenkovsky"
"4840","68","40","15","2","","euro","96000","$","Darnitsky"
"4841","46","25","12","2","","euro","66000","$","Darnitsky"
"4842","31","20","6","1","","good","30000","$","Solomensky"
"4843","53","32","10","2","","good","43000","$","Darnitsky"
"4844","31","20","6","1","","serious_repair_needed","25000","$","Solomensky"
"4845","35","20","8","1","","euro","32000","$","Sviatoshynsky"
"4846","72","50","12","2","","euro","46400","$","Desniansky"
"4847","30","18","7","1","","good","36000","$","Solomensky"
"4848","36","20","7","1","","euro","44000","$","Obolon"
"4849","60","40","10","2","","good","58000","$","Solomensky"
"4850","32","17","8","1","","good","55000","$","Pechersky"
"4851","55","32","10","2","","euro","48000","$","Holosiivsky"
"4852","32","16","8","1","","euro","34000","$","Desniansky"
"4853","46","27","10","2","","euro","43000","$","Solomensky"
"4854","40","25","10","2","","euro","39800","$","Sviatoshynsky"
"4855","152","60","15","4","","from_builders(planirovka)","6139000","uah","Pechersky"
"4856","99","60","11","3","","from_builders(planirovka)","2472000","uah","Pechersky"
"4857","83","50","17","2","","from_builders(planirovka)","2513000","uah","Pechersky"
"4858","330","294","30","4","","from_builders(planirovka)","1000000","$","Holosiivsky"
"4859","41","16","13","1","monolyth_concrete","from_builders(planirovka)","39000","$","Dneprovsky"
"4860","55","32","8","3","","euro","67000","$","Dneprovsky"
"4861","61","40","7","3","ukrainian_brick","satisfactory","65000","$","Shevchenkovsky"
"4862","46","26","8","2","","cosmetic_repair_needed","36500","$","Dneprovsky"
"4863","34","16","7","1","ukrainian_brick","satisfactory","26200","$","Podolsky"
"4864","55","30","10","2","","good","49999","$","Holosiivsky"
"4865","117","73","16","4","","good","204000","$","Holosiivsky"
"4866","92","53","11","3","","euro","140000","$","Pechersky"
"4867","100","48","19","3","","euro","75000","$","Darnitsky"
"4868","75","36","11","2","Stalinka","euro","450000","$","Pechersky"
"4869","72","40","12","2","ukrainian_brick","euro","105000","$","Shevchenkovsky"
"4870","133","65","17","3","ukrainian_brick","serious_repair_needed","249000","$","Holosiivsky"
"4871","29","16","6","1","old_brick","good","21000","$","Shevchenkovsky"
"4872","44","19","13","1","","from_builders(planirovka)","45000","$","Holosiivsky"
"4873","80","45","15","3","before_revolution","euro","200000","$","Shevchenkovsky"
"4874","54.1","20-Jan","14","1","","from_builders(planirovka)","99000","$","Dneprovsky"
"4875","46","30","8","2","","satisfactory","39990","$","Sviatoshynsky"
"4876","43","18","10","1","","serious_repair_needed","35500","$","Podolsky"
"4877","86","42","15","2","","serious_repair_needed","90000","$","Sviatoshynsky"
"4878","57.52","30.37","Nov-46","2","","serious_repair_needed","63900","uah","Holosiivsky"
"4879","65","37","15","1","ukrainian_brick","from_builders(otdelka)","75000","$","Dneprovsky"
"4880","40","18","12","1","ukrainian_brick","euro","65000","$","Dneprovsky"
"4881","36","14","13","1","monolyth_concrete","from_builders(otdelka)","492000","uah","Sviatoshynsky"
"4882","51","32","8","2","Stalinka","euro","65000","$","Dneprovsky"
"4883","60","22","21","2","ukrainian_brick","euro","65000","$","Desniansky"
"4884","41","17","10","1","monolyth_concrete","from_builders(planirovka)","35000","$","Solomensky"
"4885","67","29","20","2","monolyth_concrete","from_builders(planirovka)","59000","$","Dneprovsky"
"4886","42","18","10","1","ukrainian_brick","from_builders(planirovka)","35000","$","Podolsky"
"4887","141","69","22","4","ukrainian_brick","from_builders(planirovka)","180000","$","Obolon"
"4888","75","37","12","2","ukrainian_brick","cosmetic_repair_needed","103500","$","Shevchenkovsky"
"4889","43","11","19","2","monolyth_concrete","from_builders(planirovka)","50000","$","Dneprovsky"
"4890","120","65","39","3","ukrainian_brick","euro","384400","$","Podolsky"
"4891","84","33","22","2","monolyth_concrete","good","185000","$","Pechersky"
"4892","84","46","8","3","ukrainian_brick","euro","95000","$","Darnitsky"
"4893","54","20","17","1","ukrainian_brick","euro","95000","$","Dneprovsky"
"4894","60","23","18","2","ukrainian_brick","euro","100000","$","Holosiivsky"
"4895","54","20","19","2","ukrainian_brick","euro","165000","$","Pechersky"
"4896","112","50","46","3","ukrainian_brick","euro","230000","$","Holosiivsky"
"4897","46","14","17","1","ukrainian_brick","euro","125000","$","Pechersky"
"4898","129","72.4","21","3","monolyth_concrete","from_builders(planirovka)","200000","$","Pechersky"
"4899","46","17","12","1","ukrainian_brick","from_builders(planirovka)","86000","$","Pechersky"
"4900","51","19","15","1","ukrainian_brick","euro","129000","$","Pechersky"
"4901","70","40","20","2","","euro","155000","$","Obolon"
"4902","208","100","44","5","before_revolution","euro","560000","$","Shevchenkovsky"
"4903","48","17","13","1","monolyth_concrete","euro","49500","$","Holosiivsky"
"4904","55","17","12","1","ukrainian_panel","from_builders(otdelka)","51000","$","Holosiivsky"
"4905","71","36","12","2","ukrainian_panel","good","58000","$","Holosiivsky"
"4906","49","18","11","1","ukrainian_panel","good","48900","$","Holosiivsky"
"4907","95","47","18","3","ukrainian_panel","from_builders(otdelka)","71000","$","Holosiivsky"
"4908","40","15","11","1","monolyth_concrete","from_builders(otdelka)","36500","uah","Podolsky"
"4909","38","18","8","1","ukrainian_panel","serious_repair_needed","32500","$","Obolon"
"4910","79","47","11","3","monolyth_concrete","from_builders(otdelka)","67000","$","Podolsky"
"4911","55","23","13","1","monolyth_concrete","from_builders(otdelka)","80950","$","Pechersky"
"4912","44","16","15","1","monolyth_concrete","from_builders(planirovka)","38000","$","Desniansky"
"4913","62","28","13","2","monolyth_concrete","from_builders(otdelka)","50250","$","Dneprovsky"
"4914","98","54","12","3","ukrainian_panel","from_builders(otdelka)","79000","$","Holosiivsky"
"4915","37","15","12","1","monolyth_concrete","from_builders(otdelka)","39000","$","Dneprovsky"
"4916","96","32","16","2","ukrainian_brick","from_builders(planirovka)","59500","$","Desniansky"
"4917","53","18","15","1","ukrainian_brick","from_builders(planirovka)","44000","$","Sviatoshynsky"
"4918","46","11","21","1","monolyth_concrete","from_builders(planirovka)","52500","$","Darnitsky"
"4919","36","17","9","1","monolyth_concrete","from_builders(planirovka)","31000","$","Podolsky"
"4920","44","15","19","1","monolyth_concrete","from_builders(planirovka)","50400","$","Dneprovsky"
"4921","137","77","21","3","monolyth_concrete","euro","299000","$","Pechersky"
"4922","62","28-Feb","12-May","2","monolyth_concrete","from_builders(planirovka)","48900","$","Dneprovsky"
"4923","130","42","42","3","monolyth_concrete","euro","430000","$","Shevchenkovsky"
"4924","81","34","23","3","monolyth_concrete","from_builders(planirovka)","186000","$","Podolsky"
"4925","136","77","30","4","monolyth_concrete","euro","169000","$","Solomensky"
"4926","84","31","24","3","monolyth_concrete","from_builders(planirovka)","179000","$","Holosiivsky"
"4927","60","37.7","18","2","monolyth_concrete","euro","179000","$","Pechersky"
"4928","96","55","15","2","monolyth_concrete","serious_repair_needed","120000","$","Solomensky"
"4929","69","22-Aug","25-Aug","2","monolyth_concrete","from_builders(planirovka)","64500","$","Darnitsky"
"4930","53","25","20","1","ukrainian_brick","euro","68000","$","Darnitsky"
"4931","70","27","22","2","ukrainian_brick","from_builders(otdelka)","87000","$","Solomensky"
"4932","57","32","9","2","Stalinka","good","79800","$","Pechersky"
"4933","45","15","14","1","monolyth_concrete","from_builders(planirovka)","1425060","uah","Pechersky"
"4934","48","18","10","1","panel","good","43000","$","Sviatoshynsky"
"4935","65","40","7","3","ukrainian_brick","good","51000","$","Dneprovsky"
"4936","47","32","7","2","old_brick","good","51000","$","Shevchenkovsky"
"4937","72","42","9","3","","euro","69000","$","Obolon"
"4938","131","78","8","2","monolyth_concrete","from_builders(planirovka)","222700","$","Pechersky"
"4939","49.3","29-Mar","7-Jul","2","Stalinka","serious_repair_needed","64999","$","Pechersky"
"4940","31","16","7","1","before_revolution","cosmetic_repair_needed","42000","$","Podolsky"
"4941","163","105","21","4","monolyth_concrete","euro","335000","$","Holosiivsky"
"4942","21","11","6","1","panel","repair_unfinished","38000","$","Podolsky"
"4943","45","30","6","2","","satisfactory","29000","$","Sviatoshynsky"
"4944","65","35","9","2","before_revolution","good","103000","$","Podolsky"
"4945","220","135","17","4","before_revolution","good","649990","$","Pechersky"
"4946","88","40","24","2","","from_builders(planirovka)","149000","$","Pechersky"
"4947","126","70","15","4","","from_builders(planirovka)","199000","$","Pechersky"
"4948","238","140","45","6","before_revolution","euro","700000","$","Shevchenkovsky"
"4949","216","114","30","4","ukrainian_brick","euro","800000","$","Holosiivsky"
"4950","52","30","8","2","ukrainian_brick","euro","83500","$","Obolon"
"4951","109","63","16","3","before_revolution","euro","279000","$","Pechersky"
"4952","207","129","32","5","","cosmetic_repair_needed","175000","$","Sviatoshynsky"
"4953","62","40","12","2","","euro","56000","$","Desniansky"
"4954","52","30","9","2","","euro","42000","$","Desniansky"
